lemma	category	level
雁首を揃える	qas	inclusive
雁が首	qas	inclusive
餓鬼	qas	inclusive
クソガキ	qas	conservative
聞屋	qas	inclusive
自治厨	qas	inclusive
夏厨	qas	inclusive
厨房	qas	inclusive
切断厨	qas	inclusive
指示厨	qas	inclusive
ろくでなし	qas	inclusive
アル中	qas	inclusive
薬中	qas	inclusive
シャブ中	qas	inclusive
ヤク中	qas	inclusive
変態	qas	conservative
たわごと	qas	inclusive
隙あらば自分語り	qas	inclusive
廃人	qas	inclusive
じゃっぷ	ps	conservative
にぐろ	ps	conservative
ねぐろ	ps	conservative
かいく	ps	conservative
ちょっぱり	ps	conservative
ぐえん	ps	conservative
ぼどい	ps	conservative
にだ	ps	conservative
チャンコロ	ps	conservative
チバラキ	rci	inclusive
じゃっぷらんど	rci	conservative
うりなら	rci	conservative
とんきん	rci	inclusive
ぶりかす	rci	inclusive
ふらかす	rci	inclusive
おとめん	om	inclusive
ツンボ	ddf	conservative
メクラ	ddf	conservative
メシイ	ddf	conservative
ビッコ	ddf	conservative
チンバ	ddf	conservative
イザリ	ddf	conservative
ギッチョ	ddf	inclusive
デベソ	ddf	inclusive
ブス	ddf	conservative
ババア	ddf	inclusive
ジジイ	ddf	inclusive
でぶ	ddf	inclusive
すべた	ddf	inclusive
がいじ	ddp	conservative
げぇじ	ddp	conservative
はっしょ	ddp	conservative
はったしょ	ddp	conservative
はったっしょ	ddp	conservative
あすぺ	ddp	conservative
トロクサイ	ddp	inclusive
スットコドッコイ	ddp	inclusive
ばかやろう	ddp	conservative
まぬけ	ddp	inclusive
あほ	ddp	inclusive
ぼけ	ddp	inclusive
ねとうよ	dmc	inclusive
ねとさよ	dmc	inclusive
ますごみ	dmc	inclusive
ぱよく	dmc	inclusive
ついふぇみ	dmc	inclusive
ふぇみ	dmc	inclusive
なち	dmc	inclusive
くそあか	dmc	inclusive
エタ	is	conservative
ほわいととらっしゅ	is	conservative
なまぽ	is	conservative
ムシケラ	an	conservative
ごきぶり	an	conservative
ちんぱん	an	inclusive
チンカス	asm	inclusive
チンゲ	asm	inclusive
チンボコ	asm	inclusive
フルチン	asm	inclusive
フニャチン	asm	conservative
きんたま	asm	inclusive
ぽこちん	asm	inclusive
いちもつ	asm	inclusive
でぃっく	asm	inclusive
ぷりっく	asm	inclusive
いんぽ	asm	conservative
オメコ	asf	conservative
マンマン	asf	inclusive
マンスジ	asf	inclusive
モリマン	asf	inclusive
クパァ	asf	conservative
ぱんずら	asf	conservative
アナホリ	asf	conservative
すかるふぁっく	asf	conservative
すなっち	asf	inclusive
がっでむ	svp	inclusive
ごっでむ	svp	inclusive
れいぷ	re	conservative
くそあま	cds	conservative
くそごみ	cds	conservative
ふぁっきん	cds	conservative
ふぁっく	cds	conservative
すかむ	cds	conservative
テメエ	cds	conservative
ウンツク	qas	inclusive
ヘナチョコ	qas	inclusive
フゼイ	qas	inclusive
ホザク	qas	inclusive
ベラボウメ	qas	inclusive
ベランメエ	qas	inclusive
マッポ	qas	inclusive
バカヅラ	qas	inclusive
きもおた	qas	inclusive
いんぷれぞんび	qas	inclusive
かすらっく	qas	inclusive
ついかす	qas	inclusive
ぱちかす	qas	inclusive
ぱちんかす	qas	inclusive
ちかにし	qas	inclusive
どざ	qas	inclusive
どぱがき	qas	inclusive
ふぉとなきっず	qas	inclusive
びっち	qas	conservative
やりちん	qas	inclusive
くそがき	qas	conservative
ロクデナシ	qas	inclusive
タワゴト	qas	inclusive
